BDD_Assign_25_5_50_1,new_runtime0.8.txt,0.63789
BDD_Assign_25_5_50_10,new_runtime0.8.txt,4.17016
BDD_Assign_25_5_50_2,new_runtime0.8.txt,0.80563
BDD_Assign_25_5_50_3,new_runtime0.8.txt,0.41388
BDD_Assign_25_5_50_4,new_runtime0.8.txt,0.64651
BDD_Assign_25_5_50_5,new_runtime0.8.txt,0.20496
BDD_Assign_25_5_50_6,new_runtime0.8.txt,0.95637
BDD_Assign_25_5_50_7,new_runtime0.8.txt,0.55841
BDD_Assign_25_5_50_8,new_runtime0.8.txt,0.25291
BDD_Assign_25_5_50_9,new_runtime0.8.txt,2.14933
average*nBDD, ,1.0796049999999997
