BDD_Assign_20_3_50_1,new_objval0.8.txt,47.04467
BDD_Assign_20_3_50_10,new_objval0.8.txt,51.40977
BDD_Assign_20_3_50_2,new_objval0.8.txt,56.98212
BDD_Assign_20_3_50_3,new_objval0.8.txt,48.50343
BDD_Assign_20_3_50_4,new_objval0.8.txt,44.46786
BDD_Assign_20_3_50_5,new_objval0.8.txt,51.80298
BDD_Assign_20_3_50_6,new_objval0.8.txt,50.10371
BDD_Assign_20_3_50_7,new_objval0.8.txt,56.59572
BDD_Assign_20_3_50_8,new_objval0.8.txt,76.14308
BDD_Assign_20_3_50_9,new_objval0.8.txt,41.75268
average*nBDD, ,52.480602
