BDD_Assign_20_3_50_1,new_objval0.7.txt,46.53488
BDD_Assign_20_3_50_10,new_objval0.7.txt,50.27955
BDD_Assign_20_3_50_2,new_objval0.7.txt,56.33512
BDD_Assign_20_3_50_3,new_objval0.7.txt,47.42542
BDD_Assign_20_3_50_4,new_objval0.7.txt,43.87878
BDD_Assign_20_3_50_5,new_objval0.7.txt,51.27905
BDD_Assign_20_3_50_6,new_objval0.7.txt,49.33322
BDD_Assign_20_3_50_7,new_objval0.7.txt,55.4594
BDD_Assign_20_3_50_8,new_objval0.7.txt,74.94987
BDD_Assign_20_3_50_9,new_objval0.7.txt,41.45655
average*nBDD, ,51.693183999999995
