BDD_Assign_20_2_50_1,new_runtime0.9.txt,0.04079
BDD_Assign_20_2_50_10,new_runtime0.9.txt,0.01266
BDD_Assign_20_2_50_2,new_runtime0.9.txt,0.01222
BDD_Assign_20_2_50_3,new_runtime0.9.txt,0.01569
BDD_Assign_20_2_50_4,new_runtime0.9.txt,0.01478
BDD_Assign_20_2_50_5,new_runtime0.9.txt,0.00589
BDD_Assign_20_2_50_6,new_runtime0.9.txt,0.05189
BDD_Assign_20_2_50_7,new_runtime0.9.txt,0.00475
BDD_Assign_20_2_50_8,new_runtime0.9.txt,0.03196
BDD_Assign_20_2_50_9,new_runtime0.9.txt,0.00603
average*nBDD, ,0.019666000000000003
