BDD_Assign_20_4_50_1,new_objval0.8.txt,64.92639
BDD_Assign_20_4_50_10,new_objval0.8.txt,44.19759
BDD_Assign_20_4_50_2,new_objval0.8.txt,52.78857
BDD_Assign_20_4_50_3,new_objval0.8.txt,58.93303
BDD_Assign_20_4_50_4,new_objval0.8.txt,56.06273
BDD_Assign_20_4_50_5,new_objval0.8.txt,51.46147
BDD_Assign_20_4_50_6,new_objval0.8.txt,74.33364
BDD_Assign_20_4_50_7,new_objval0.8.txt,55.95771
BDD_Assign_20_4_50_8,new_objval0.8.txt,57.56266
BDD_Assign_20_4_50_9,new_objval0.8.txt,49.58822
average*nBDD, ,56.581201
