BDD_Assign_20_4_50_1,new_runtime0.8.txt,0.88818
BDD_Assign_20_4_50_10,new_runtime0.8.txt,0.12919
BDD_Assign_20_4_50_2,new_runtime0.8.txt,0.1501
BDD_Assign_20_4_50_3,new_runtime0.8.txt,0.18161
BDD_Assign_20_4_50_4,new_runtime0.8.txt,0.23023
BDD_Assign_20_4_50_5,new_runtime0.8.txt,0.26079
BDD_Assign_20_4_50_6,new_runtime0.8.txt,0.11265
BDD_Assign_20_4_50_7,new_runtime0.8.txt,0.15239
BDD_Assign_20_4_50_8,new_runtime0.8.txt,0.23276
BDD_Assign_20_4_50_9,new_runtime0.8.txt,0.11435
average*nBDD, ,0.24522499999999994
